Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-1991010614,EASTERN MOTOR TRANSPORT INC,PORTLAND ST AT MELLON ST,WASHINGTON,DC,01/26/1991,0300,20,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,1025,AMERICAN OIL CO (AMOCO),FAIRFAX,VIRGINIA,Highway,,,,,,1,1,,,,,,,Weld or Seam,Ripped or Torn,Vehicular Crash or Accident Damage,EMT DRIVER WAS BACKING INTO THE STATION TO DELIVER THE GASOLINE WHEN THE VEHICLE DRIVEN BY MR. DENNIS PRICE RAN UNDER THE TANK TRAILER STRIKING THE LOADING ARMS.  THIS CAUSED THE PRODUCT THAT WAS IN THE LINES TO SPILL.,No,No,No,No,No,No,No,No,No
Web,No,E-2015100483,UNITED AIRLINES  INC.,,WASHINGTON DC,DC,09/24/2015,1200,0.022046,SLB,UN3090,LITHIUM BATTERY,MISCELLANEOUS HAZARDOUS MATERIAL,0,0,0,0,PASSENGER UA925 SEAT 29K,CHICAGO,ILLINOIS,Air,none,,,,,,,,,,,,,,,,There was a 5600mAh battery pack which over heated and began to smoke  but there was no fire. The device was placed in water and cooled  no injury  no damage. The incident was on AC 2823  UA925/24Sept Seat 29K,No,No,No,No,No,No,No,No,No
Paper,No,I-2002020529,QUALITY CARRIERS  INC.,,WASHINGTON,DC,01/01/2002,1346,4,LGA,UN2837,SODIUM HYDROGEN SULFATE SOLUTION,CORROSIVE MATERIAL,0,0,0,0,GENERAL CHEMICAL CORPORATION,CLAYMONT,DELAWARE,Highway,,,,,,1,1,,,,,,,,,,HOSE DROPPED WHILE OFFLOADING FROM TRAILER.PRODUCT WASHED INTO WASTE WATER DEPOSITORY AND HANDLED BY PLANT OPERATOR,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110504,STEUART PETROLEUM CO,,WASHINGTON,DC,11/17/1983,,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974030170,PIEDMONT AIRLINE,,WASHINGTON,DC,03/01/1974,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,AMESHAM/SEARLE,ARLINGTON HEIGHTS,ILLINOIS,Air,,,,1,SLB,1,1,,,,,,,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-2015060572,UPS FREIGHT SERVICES  INC.,2650 VIRGINIA AVE NW,WASHINGTON,DC,06/17/2015,1300,15,LGA,UN1263,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,2000,HEMPEL (USA)  INC.,DALLAS,TEXAS,Highway,,Plastic,Drum,5,LGA,147,4,,,,,,,Body,Burst or Ruptured,Forklift Accident,THE DRIVER PLACED ONE OF THE FOUR SKID ON THE LIFTGATE AND THE LIFTGATE DROPPED APPROXIMATELY TWO FEET AND THE PALLET OF PAINT FELL OFF THE LIFTGATE AT THE CUSTOMER'S LOCATION. A CONTRACTOR WAS CALLED TO CLEAN UP THE SPILL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1994021015,GRIFFITH ENERGY SERVICES  INC.,2801 NEW MEXICO AVE,WASHINGTON,DC,02/03/1994,1030,20,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,520,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING TANK AND BACK PRESSURE CAUSED OIL TO BLOW OUT OF PIPE. SPILL WAS CLEANED UP AND THE DRIVER WAS REMINDED OF PROPER DELIVERY TECHNIQUE.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990040385,GRIFFITH ENERGY SERVICES  INC.,1101 VERMONT AVE NW,WASHINGTON,DC,04/12/1990,1100,0.50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,10,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2200,LGA,1,1,,,,,,,Chime; Vent,; ,Over-pressurized; ,WHILE DRIVER WAS MAKING A DELIVERY  OIL SPILLED OUT OF VENT PIPE ON TANK. TANK VENT PIPE DID NOT HAVE A WHISTLE ALARM. CUSTOMER WAS NOTIFIED THAT A WHISTLE ALARM SHOULD BE INSTALLED ON THE VENT PIPE.,No,No,No,No,No,No,No,No,No
Paper,No,I-2003050596,KENAN TRANSPORT  LLC,2105 PENNSYLVANIA AVENUE,WASHINGTON,DC,05/05/2003,1745,20,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,520,MOTIVA ENTERPRISES LLC,FAIRFAX,VIRGINIA,Highway,,,,9200,LGA,1,1,,,,,,,,,Loose Closure  Component  or Device,THE DRIVER FAILED TO PROPERLY SECURE THE HOSE TO THE FITTING.  WHEN THE PRODUCT STARTED TO DISCHARGE  THE HOSE JUMPED OFF THE FITTING.  HE SHUT SYSTEM DOWN IMMEDIATELY.  DRIVER WAS ABLE TO CLEAN UP SPILL WITH SPILL KIT. A & A ENVIRONMENTAL SENT TO SCENE TO VERIFY CLEANUP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1989050779,MIDWEST EXPRESS AIRLINES INC,,WASHINGTON,DC,05/12/1989,,0.1250,LGA,N/A,BATTERY  ELECTRIC STORAGE  WET  WITH WHEELCHAIR,CORROSIVE MATERIAL,0,0,0,0,SHIPPER INFORMATION UNOBTAINBL,,,Air,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1973020305,GULF OIL CO,,WASHINGTON,DC,02/12/1973,,0,,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,GULF SHORES ENVIRONMENTAL LLC,FAIRFAX,VIRGINIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2003080926,CSX TRANSPORTATION  INC.,11TH & M STREET SE,WASHINGTON,DC,08/07/2003,1610,5,LGA,UN1824,SODIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,1010,OLIN CORPORATION,NIAGARA FALLS,NEW YORK,Rail,,,,16722,LGA,1,1,,,,,,,Auxiliary Valve; Bottom Outlet Valve; Piping or Fittings,; ; ,Loose Closure  Component  or Device; ; ,RAILROAD EMPLOYEES OBSERVED LIQUID DRIPPING FROM THE BOTTOM OF TANK CAR GATX90687 AS IT PASSED BY IN THE BENNING YARD.  EMPLOYEES IMMEDIATELY NOTIFIED THE TRAIN DISPATCHER  WHO IN TURN DIRECTED TRAIN Q41507 TO STOP. THE LOCAL FIRE DEPARTMENT WAS NOTIFIED AND RESPONDED.  ONCE THE TRAIN WAS STOPPED  THE FIRE DEPARTMENT HAZMAT TEAM APPROACHED THE CAR AND FOUND THAT THE OUTLET PLUG FOR THE 2  AUXILIARY VALVE WAS OUT AND THE VALVE HANDLE WAS IN THE OPEN POSITION (20% OPEN).  PRODUCT WAS DRIPPING FROM BOTTOM OUTLET VALVE AT THE RATE OF 16-32 OUNCES PER MINUTE.  THE HAZMAT TEAM REPLACED THE OUTLET PLUG AND CLOSED THE VALVE HANDLE.  THIS ABATED THE LEAK AND PRODUCT CEASED TO DRIP.  SUBSEQUENT INSPECTION OF THE INTERNAL TANK VALVE (TOBOV) FOUND THAT THE VALVE ROD TOOK 1/4-1/2 TURNS TO FULLY CLOSE THE VALVE.  THE PACKING NUT ON THE STUFFING BOX HAD TO BE TURNED 1-1/2 TURNS TO FULLY TIGHTEN THE PACKING NUT WITH A WRENCH.  THE AREA BELOW THE LEAKING VALVE WAS WET WITH PRODUCT.  THE IMPACTED RAIL BALLAST WAS REMOVED FOR DISPOSAL. THE TANK CAR WAS MOVED BACK TO THE BENNING YARD (1 MILE AWAY) AND RE-INSPECTED TO ENSURE ALL VALVES AND FITTING WERE CLOSED AND SECURE.  THE INSPECTION FOUND ALL VALVES AND FITTINGS SECURE  AND THE CAR WAS RELEASED FOR MOVEMENT TO THE CONSIGNEE.,No,No,No,No,No,No,No,No,No
Paper,No,I-2002070553,BALTIMORE TANK LINES  INC.,5420 NEW HAMPSHIRE AVE NW,WASHINGTON,DC,12/05/2001,0850,30,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,30,POWER FUEL & TRANSPORT LLC,FAIRFAX,VIRGINIA,Highway,,,,9400,LGA,1,1,,,,,,,,,,DRIVER WAS DELIVERING PRODUCT WHEN A CAR RAN OVER THE HOSE AND LID RUPTURING THE HOSE WHICH CAUSED A RELEASE OF MATERIALS.,No,No,No,No,No,No,No,No,No
XML,Yes,X-2016050789,CSX TRANSPORTATION  INC.,,WASHINGTON,DC,05/01/2016,0645,682,LGA,UN1987,ALCOHOLS  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,3251000,INGREDION INCORPORATED,CEDAR RAPIDS,IOWA,Rail,111A100W1,,,30073,LGA,1,1,,,,,,,Liquid Line,Leaked,Loose Closure  Component  or Device,On Sunday May 1  2016 CSX train Q40130 was traveling through the QN Tower at approximately 06:45  the train went into emergency. The conductor discovered a general pile up of cars 77 thru line 90. UTLX 630894 a loaded tank car of Sodium Hydroxide solution was discovered to be on its side with product spilling from the bottom outlet valve that was opened and broken during the derailment. After the car was trans loaded into another car it was determined to have lost 729 gallons of product.,Yes,Yes,No,No,No,No,Yes,No,No
Paper,No,I-1986020311,STEUART PETROLEUM CO,,WASHINGTON,DC,02/13/1986,,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1987020290,STEUART PETROLEUM CO,,WASHINGTON,DC,02/06/1987,,300,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1997101135,FLEET TRANSIT  INC.,FLORIDA AVE,WASHINGTON,DC,09/25/1997,2130,75,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,85,CITIES SERVICE OIL CO,FAIRFAX,VIRGINIA,Highway,,,,,,1,1,,,,,,,,,Overfilled,DRIVER TOOK STICK READINGS OF UNDERGROUND TANKS.  READINGS INDICATED THAT TANKS WOULD JUST HOLD AMOUNT TO BE DELIVERED.  DRIVER DELIVERED PRODUCT TANK CAP AT APPOSITE END OF TANK WAS NOT SECURITY FASTENED AND THE PRODUCT SPILLED OUT.  DRIVER WAS COUNSELED NOT TO FILL TANKS TO NEAR FULL CAPACITY BUT TO ALLOW 1000 GALLON EXPANSION ROOM.,No,No,No,No,No,No,No,No,No
Paper,No,I-1984010258,STEUART PETROLEUM CO,,WASHINGTON,DC,12/29/1983,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,COLONIAL METROPOLITIAN FUELS,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2015040202,QUALITY CARRIERS  INC.,,WASHINGTON,DC,03/05/2015,1430,0.0625,LGA,UN1824,SODIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,1,0,NUSTAR ENERGY L.P.,BALTIMORE,MARYLAND,Highway,DOT 407 TIGHT FILL,,,5547.50,LGA,1,1,,,,,,,Loading or Unloading Lines,Leaked,Human Error,Carrier at consignee to off load  carrier pulled hose out  has air pressure release adapter to connect to rear external valve  carrier opened both dog ears and the cap blew off hitting him in the chest and 1 cup of product splashed on PPE gear and up under face shield spraying his face. Carrier grabbed water hose and washed off face  PPE coat and some product ran down into right arm shelve & glove slightly burning his right wrist. Carrier took coat off and washed more. Consignee employee assisted carrier washing face and eye multiple times. Carrier has little burn on chin  right wrist  above right eye and cheek. Carrier did not seek medical attention. Trailer was inspected and no failure on trailer was found. Human error. event 45353I,No,No,No,No,No,No,No,No,No
Paper,No,I-1987050477,STEUART PETROLEUM CO,,WASHINGTON,DC,05/20/1987,,12,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1978051346,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,05/09/1978,,0,,UN2821,PHENOL SOLUTIONS,POISONOUS MATERIALS,0,0,0,0,MALLINCKRODT CHEMICAL WORKS,JERSEY CITY,NEW JERSEY,Highway,,,,,,1,1,,,,,2,2,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110209,STEUART PETROLEUM CO,,WASHINGTON,DC,11/15/1982,,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,COL/MET FUEL CO.,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1980010629,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,01/09/1980,,0,,UN1848,PROPIONIC ACID WITH NOT LESS THAN 10% AND LESS THAN 90% ACID BY MASS,CORROSIVE MATERIAL,0,0,0,0,THE CITY CHEMISTS STUDIOS,NEW YORK,NEW YORK,Highway,,,,5,LGA,3,2,,,5,LGA,3,2,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979020150,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,01/19/1979,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,CELLO CHEM CO,UNKNOWN,MARYLAND,Highway,,,,4,LGA,12,1,,,1,LGA,48,1,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Web,No,E-2007090242,GRIFFITH ENERGY SERVICES  INC.,444 8TH STREET  NW,WASHINGTON,DC,06/19/2007,1110,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,550,LGA,1,1,,,,,,,Fill Hole,Leaked,Overfilled,DRIVER MADE DELIVERY TO TANK AND OVERFILL OCCURRED. WE CONTACTED SERVICE DEPT WHO RESPONDED TO SITE OF SPILL AND USED SORBENT MATERIALS TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL SPILL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990010520,STEUART INVESTMENT COMPANY INC,1730 RHODE ISLAND AVE  NW,WASHINGTON,DC,01/02/1990,1330,200,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,4200,STEUART PETROLEUM CO,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,Overfilled,DRIVER FAILED TO FOLLOW DELIVERY INSTRUCTIONS ALLOWING TANK AT LOCATION TO OVERFILL CAUSING PRODUCT TO SPILL FROM VENT PIPE. DRIVER ISSUED EMPLOYEE WA RNING WITH SEVERE REPRIMAND REGARDING FOLLOWING DELIVERY INSTRUCTIONS.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1981100624,HAN TRANSPORTATION INC,,WASHINGTON,DC,10/21/1981,,6,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,TEXACO OIL CO,FAIRFAX,VIRGINIA,Highway,,,,48000,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1978051339,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,05/18/1978,,0,,UN1814,POTASSIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,ELCO MANUFACTURING CO,SHARPSBURG,PENNSYLVANIA,Highway,,,,3,LGA,8,1,,,,,32,4,; ,; ,Loose Closure  Component  or Device; Defective Component or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1999040206,JEVIC TRANSPORTATION  INC,1600 RHODE ISLAND AVENUE NW,WASHINGTON,DC,03/11/1999,1100,2,LGA,UN3266,CORROSIVE LIQUID  BASIC  INORGANIC  N.O.S.,CORROSIVE MATERIAL,0,0,0,5,NALCO COMPANY,CHICAGO,ILLINOIS,Highway,,,,5,LGA,2,1,,,,,,,; ,Punctured; ,Improper Preparation for Transportation; Impact with Sharp or Protruding Object (e.g.  nails),WHILE UNLOADING FREIGHT AT THE CONSIGNEE  A DRUM ON A PALLET OF MIXED FREIGHT WAS SET ATOP A NAIL PROTRUDING FROM THE PALLET. THIS CAUSED A PUNCTURED IN THE SPILL APPROXIMATELY 1/8 INCH IN DIAMETER ON THE BOTTOM RIM. APPROXIMATELY 2 GALLONS  OF PRODUCT WAS  LOST. THE DRUM WAS TURNED UPSIDE DOWN AND PLACED INTO A 35 GALLON OVERPACK. THE OVERPACK WAS RETURNED TO JEVIC FOR  TO SHIPPER.,No,No,No,No,No,No,No,No,No
Paper,No,I-2000010973,GRIFFITH ENERGY SERVICES  INC.,2700 QUE ST NW,WASHINGTON,DC,01/05/2000,1020,30,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,130,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3800,LGA,1,1,,,,,,,,,,SPILL OCCURRED WHILE MAKING DELIVERY WHICH WAS CONTAINED CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1993010087,BAYWOOD EXPRESS  INC,,WASHINGTON,DC,12/04/1992,1300,5,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,0,SPEEDWAY LLC,WOODBRIDGE,NEW JERSEY,Highway,,,,8000,LGA,1,1,,,,,,,,,,DRIVER WAS INSTRUCTED BY ENGINEER TO PUT PRODUCT INTO WRONG STORAGE TANK. AS DRIVER STARTED UNLOADING  PRODUCT CAME OUT OF VENT PIPE.  SPILL WAS CONTAINED AND CLEANED UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1995100802,GRIFFITH ENERGY SERVICES  INC.,818 CONN AVE NW,WASHINGTON,DC,10/12/1995,1230,7,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,22,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,DUE TO IMPROPER GAUGING BY SITE ENGINEER  SMALL OUTAGE OCCURED.  OIL WAS REMOVED AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110160,STEUART PETROLEUM,,WASHINGTON,DC,04/06/1983,,60,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2013080259,QUALITY CARRIERS  INC.,,WASHINGTON,DC,07/18/2013,0945,0.25,LGA,UN1791,HYPOCHLORITE SOLUTIONS,CORROSIVE MATERIAL,0,0,0,0,KUEHNE CHEMICAL COMPANY  INC.,DELAWARE CITY,DELAWARE,Highway,NO MARKINGS GIVEN,,,5275,LGA,0,0,,,,,,,Hose,Leaked,Human Error,Driver hooked up and began to off load. He noticed leak at connections and when he disconnected the hose he was splashed in the face with product. Driver got into the safety shower and then went to emergency room to be looked at. He was released with no problems. Hose had two gaskets causing the hose not to connect properly. Event 37822,No,No,No,No,No,No,No,No,No
Paper,No,I-2004040889,GRIFFITH ENERGY SERVICES  INC.,319 3RD ST SE,WASHINGTON,DC,03/04/2004,1200,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,WHILE FILLING TANK BACK PRESSURE CAUSED OIL TO COME OUT OF VENT AND SPILL ONTO FLOOR.  DRIVER USED TWO BAGS OF SPEEDY DRY TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL.,No,No,No,No,No,No,No,No,No
Paper,Yes,I-1975010691,TRI-STATE MOTOR TRANSIT CO,,WASHINGTON,DC,01/22/1975,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,HITTMAN NUCLEAR & DEV CORP,COLUMBIA,MARYLAND,Highway,,,,5,LGA,8,,,,,,,,,,Vehicular Crash or Accident Damage,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110156,STEWART PETROLEUM,,WASHINGTON,DC,07/02/1983,,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEWART PETROLEUM,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1993010027,STEUART HOLDING CO  LLC,3500 BLK ALBEMARLE S & NW,WASHINGTON,DC,12/12/1992,1435,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,505,STEUART HOLDING CO  LLC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,Defective Component or Device,NOZZLE INADVERTENTLY CAME OPEN DURING REWINDING OF DELIVERY HOSE SPILLING APPROX 5 GALLONS ONTO STREET.  VEHICLE SENT OT MAINTENANCE TO DETERMINE IF NOZZLE FAILED TO FUNCTION CORRECTLY.  NO DEFECTS FOUND  IT CAN ONLY BE ASSUMED THAT NOZZLE WAS NOT FULLY LOCKED OFF BY DRIVER ALLOWING IT TO COME OPEN RESULTING IN SPILLAGE.,No,No,No,No,No,No,No,No,No
Paper,No,I-1999060709,QUALITY CARRIERS  INC.,,WASHINGTON,DC,05/28/1999,0415,3,LGA,UN1832,SULFURIC ACID  SPENT,CORROSIVE MATERIAL,0,0,0,2000,BETHLEHEM STEEL CORPORATION,SPARROWS POINT,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,WHILE UNLOADING CUSTOMERS VALVE FAILED AND BLEW TOP OF VALVE OFF. DRIVER SHUT DOWN OPERATION AND CONTACTED CUSTOMER EMPLOYEE. SPILL WAS CONTAINED IN UNLOADING AREA. CLEAN UP & DISPOSAL HANDLED BY CONSIGNEE. DRIVER WAS MOVED TO ANOTHER UNLOADING AREA. NO FURTHER INCIDENT. NO INJURIES REPORTED. KEMPER ENV. NOTIFIED TO SUPERVISE & ASSIST WITH CLEAN UP & DISPOSAL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1975040333,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,04/07/1975,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,OXFORD CHEMICALS INC,CHARLOTTE,NORTH CAROLINA,Highway,,,,7,LGA,2,2,,,,,,,,,Corrosion - Exterior,,No,No,No,No,No,No,No,No,No
Paper,No,I-1986100309,EASTERN MOTOR TRANSPORT INC,,WASHINGTON,DC,09/23/1986,,60,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,AMOCO CHEMICAL CORP,FAIRFAX,VIRGINIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1978100147,SCHNEIDER TANK LINES INC,,WASHINGTON,DC,09/14/1978,,60,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,0,WEYERHAUSER CO,FEDERAL WAY,WASHINGTON,Highway,,,,,,6,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110203,STEUART PETROLEUM CO,,WASHINGTON,DC,11/19/1982,,30,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
